tmutc,lon,lat,filename
2024-10-08 2:33,126.53921,36.59913,20241008_023316_DR9E90247_0955_original
2024-10-08 2:33,126.53921,36.59913,20241008_023316_DR9E90247_0959_original
2024-10-08 2:33,126.53921,36.59913,20241008_023316_DR9E90247_0963_original
2024-08-02 4:13,126.54476,36.60134,20241008_023316_DR9E90247_1528_original
2024-10-08 6:35,126.50738,36.59783,20241008_063407_DR9E90247_1699_original
2024-10-08 6:35,126.50738,36.59783,20241008_063407_DR9E90247_1703_original
2024-10-08 6:35,126.50738,36.59783,20241008_063407_DR9E90247_1706_original
2024-10-08 6:35,126.50759,36.59783,20241008_063407_DR9E90247_1709_original
2024-10-08 6:35,126.50759,36.59783,20241008_063407_DR9E90247_1713_original
2024-10-08 6:35,126.50759,36.59783,20241008_063407_DR9E90247_1717_original
2024-10-08 6:36,126.52651,36.59898,20241008_063607_DR9E90247_0768_original
2024-10-08 6:36,126.52651,36.59898,20241008_063607_DR9E90247_0771_original
2024-10-08 6:36,126.52651,36.59898,20241008_063607_DR9E90247_0776_original
2024-10-08 6:36,126.52651,36.59898,20241008_063607_DR9E90247_0779_original
2024-10-08 6:36,126.52673,36.59898,20241008_063607_DR9E90247_0783_original
2024-10-08 6:36,126.52673,36.59898,20241008_063607_DR9E90247_0787_original
2024-10-08 6:36,126.52673,36.59898,20241008_063607_DR9E90247_0791_original
2024-10-08 6:36,126.52673,36.59898,20241008_063607_DR9E90247_0794_original
2024-10-08 6:36,126.52673,36.59898,20241008_063607_DR9E90247_0797_original
2024-10-08 6:36,126.52734,36.59898,20241008_063607_DR9E90247_0878_original
2024-10-08 6:36,126.52798,36.59898,20241008_063607_DR9E90247_0979_original
2024-10-08 6:36,126.52818,36.59898,20241008_063607_DR9E90247_0998_original
2024-10-08 6:36,126.52818,36.59898,20241008_063607_DR9E90247_1005_original
2024-10-08 6:36,126.52818,36.59898,20241008_063607_DR9E90247_1009_original
2024-10-08 6:36,126.52818,36.59898,20241008_063607_DR9E90247_1013_original
2024-10-08 6:36,126.52818,36.59898,20241008_063607_DR9E90247_1016_original
2024-10-08 6:36,126.52818,36.59898,20241008_063607_DR9E90247_1019_original
2024-10-08 6:36,126.52839,36.59897,20241008_063607_DR9E90247_1023_original
2024-10-08 6:36,126.52839,36.59897,20241008_063607_DR9E90247_1027_original
2024-10-08 6:36,126.53106,36.59886,20241008_063607_DR9E90247_1409_original
2024-10-08 6:36,126.53131,36.59885,20241008_063607_DR9E90247_1414_original
2024-10-08 6:36,126.53131,36.59885,20241008_063607_DR9E90247_1417_original
2024-10-08 6:36,126.53131,36.59885,20241008_063607_DR9E90247_1421_original
2024-10-08 6:36,126.53131,36.59885,20241008_063607_DR9E90247_1425_original
2024-10-08 6:36,126.53131,36.59885,20241008_063607_DR9E90247_1429_original
2024-10-08 6:36,126.53131,36.59885,20241008_063607_DR9E90247_1432_original
